label,protocol_type,service,flag,duration,src_bytes,dst_bytes,count,srv_count,serror_rate,rerror_rate,same_srv_rate,diff_srv_rate,dst_host_count,dst_host_srv_count,num_failed_logins,logged_in
R2L,tcp,smtp,SF,16.289422428502313,25,2,4,3,0.0,0.32163551784403166,0.7176316137581193,0.36064835424118435,11,9,3,0
Probe,udp,ssh,S0,0.023151825785621874,6,1,53,1,0.2326322809617608,0.13063817564154684,0.2755233983967774,0.7989794731452949,204,15,0,0
DoS,tcp,dns,REJ,0.14503644159980975,27,1,168,202,0.8001570955639135,0.025799033168683802,1.0,0.013210444697887088,231,244,0,0
Probe,tcp,telnet,SF,0.1499323685672284,12,4,50,7,0.10381574978316369,0.8744464432865017,0.0,0.9812713234029242,192,12,1,0
Probe,icmp,smtp,REJ,0.23122520326861817,11,6,45,2,0.06893283295667613,0.4658838403231245,0.18725297852151074,0.6098559310455524,195,8,0,0
Probe,tcp,ftp,SF,0.0066969001701182715,10,1,55,6,0.55762828108514,0.2672805245285961,0.27456113720174535,0.5687252353610448,190,4,0,0
R2L,tcp,ssh,RSTR,9.501459218730268,58,10,2,2,0.0,0.3242942534929895,0.8234312845158085,0.1961917734487864,7,15,0,1
DoS,tcp,dns,S0,0.015392884861571261,30,1,211,218,0.6629993162327473,0.09659676587853594,0.9570125529118495,0.004651361949170362,269,271,0,0
normal,tcp,http,S0,14.091691514730568,638,271,16,6,0.03258968286407633,0.0040549086017007165,0.9843695491640898,0.0,27,24,0,1
normal,tcp,smtp,S0,2.0025011032814994,277,709,4,9,0.0,0.037299928647109404,0.9262176381624362,0.0,27,15,0,1
DoS,udp,smtp,RSTR,0.3634431812509116,7,1,196,178,0.6025786116678995,0.21299027362020106,0.9682734379745089,0.010304311613077224,271,231,0,0
normal,udp,http,REJ,5.059351445840969,670,1739,8,11,0.024393209651648554,0.0,0.8694560045494135,0.0,15,14,0,1
normal,udp,ssh,REJ,5.531197456671768,654,278,6,6,0.05447913528964511,0.0324590167856401,0.9210895795756096,0.01828301157296979,30,22,0,1
normal,tcp,http,SF,10.03456898787923,415,2347,2,8,0.034150645371798995,0.03830792364230755,1.0,0.06852169640995526,27,17,0,0
normal,tcp,smtp,SF,4.154833581760679,184,3133,11,3,0.02560999005763336,0.0024070741353640138,0.8382894531939369,0.03963779068302762,19,20,0,1
normal,tcp,dns,REJ,1.0791812250497217,608,88,2,11,0.023013137150639136,0.028179276095778704,0.8353879359711486,0.03570190558843634,24,31,0,1
normal,tcp,telnet,SF,0.9393126677232533,2634,1479,6,5,0.006849320816664832,0.0,0.8965516905032559,0.08350945871207721,22,23,0,1
Probe,icmp,other,S0,0.03070557035975386,12,4,45,3,0.2719511189545158,0.2367827031198415,0.04887026772904625,0.6674674878865624,211,9,0,0
DoS,tcp,private,REJ,0.3815002582791066,15,1,211,159,0.9698725452926175,0.1797088415505931,0.9809079466169783,0.011918546776833221,237,270,0,0
DoS,tcp,ssh,SF,0.23751710014599228,38,1,186,218,0.8521012934734555,0.07407383732069923,0.9135651233309622,0.011813482014585989,219,268,0,0
U2R,tcp,telnet,SF,11.647957955781122,324,145,1,0,0.11314176492505089,0.054107077312032764,0.4834161366456486,0.0680374834019025,2,3,0,1
Probe,tcp,smtp,SF,0.13058690152832628,6,1,61,5,0.4561201019153588,0.5348394512337163,0.011063586179100748,0.7296455952432274,205,16,0,0
normal,tcp,smtp,SF,3.754996001556554,333,447,9,5,0.033653462270616025,0.010461748144082812,0.8423810995426996,0.10035414352058979,17,19,0,0
normal,tcp,telnet,SH,0.4720768556976023,64,4594,8,9,0.0055341415660090515,0.007226435508238404,0.8466288568739533,0.04149706766480524,21,13,0,0
normal,udp,other,SF,0.6957715734010936,825,744,7,6,0.03632586692733451,0.0,0.8343082535726403,0.0,26,17,0,1
normal,tcp,ftp,SF,2.889034124488373,832,407,6,9,0.04718011256566145,0.011935262628521702,1.0,0.0974460061127742,28,13,0,1
normal,tcp,http,SF,4.521051585300317,34,11098,9,12,0.0,0.03446178793592354,0.9299897278231449,0.01917715423869359,16,26,0,1
Probe,tcp,ssh,S0,0.6230700791854316,7,2,52,5,0.6320074499296131,0.4450650142537887,0.014078412007502455,0.5822195735926448,223,8,0,0
normal,tcp,smtp,RSTR,3.940383192890601,580,258,6,9,0.011657152952609757,0.015277960472837884,0.9240903615092824,0.0620889284902854,13,18,0,1
DoS,udp,private,SF,0.4714857647727979,6,5,191,189,0.8118260450102429,0.2264438876159121,0.9731880284407076,0.005960105082315344,278,259,0,0
Probe,tcp,private,SF,0.3438976886286722,6,4,53,5,0.4356850671389194,0.8146597916674794,0.1358935215030632,0.7114119626272914,199,10,0,0
R2L,tcp,other,RSTR,4.230280651778329,88,14,2,2,0.011403231517090703,0.3905867665228776,0.38733052817557756,0.31422778029345466,7,10,2,1
normal,tcp,ftp,SF,0.20669206249965355,742,3729,8,10,0.019154075994352978,0.0,1.0,0.09145346192216679,20,11,0,1
Probe,udp,ssh,SF,0.1598974183242452,7,2,59,4,0.204000787650862,0.515774409794817,0.015407998668992465,0.7690282701218436,174,15,0,0
normal,tcp,ftp,SF,8.236084525326318,372,685,11,8,0.02111397634972441,0.014208850297536189,0.981035372213371,0.015407299953675159,18,15,0,1
normal,udp,http,SF,5.987364751514294,219,895,10,8,0.0,0.04337096716779588,0.9080666396923541,0.0,23,19,0,1
R2L,tcp,ssh,SF,4.770289505230931,59,8,3,6,0.0,0.31301593252833426,0.4189127328584259,0.10009772425337718,14,16,4,0
normal,tcp,other,SF,6.18111558017311,149,755,7,8,0.05829085109354505,0.0578230689218773,0.952482418354277,0.02350103525770085,19,21,0,1
normal,tcp,http,SF,8.903468608559283,446,663,7,9,0.0,0.018983066405445684,0.8871470768579042,0.12227154957235375,23,23,0,1
normal,tcp,private,SF,31.06747979979415,246,603,8,10,0.007392204882094364,0.027558211146021444,0.783829890574604,0.0,30,22,0,1
Probe,udp,ftp,SH,0.026768096750791233,8,3,59,4,0.34876403630943964,0.35143804948950247,0.11476393870655448,0.662054267065731,203,9,0,0
normal,tcp,smtp,SF,10.71133322403572,1553,717,6,6,0.03713492583851691,0.03875274777245806,0.8310852219018334,0.020827177870712102,25,21,0,1
normal,udp,other,S0,11.956974499838871,53,389,6,13,0.0,0.06152217885567281,0.8436546765998841,0.09822833950934232,24,24,0,1
normal,tcp,http,S0,3.7231278798278122,1418,2714,6,5,0.014521641420155596,0.0,0.9349621769608972,0.009358639857684828,23,31,0,1
normal,udp,ftp,REJ,1.24852000817854,1119,580,12,8,0.009630801506223936,0.044692891222349304,0.852559307454166,0.045830207781683986,30,15,0,1
normal,tcp,private,SF,0.4507926747737555,464,1062,12,10,0.03223219361070894,0.010793887191688506,0.8954410965827225,0.07190398630489936,17,22,0,1
normal,tcp,ssh,SF,9.640587933133459,171,1079,8,9,0.015195525543691092,0.015674987008626698,0.937880219876178,0.048343583470356145,15,23,0,1
U2R,udp,other,SF,10.773945995002816,205,60,0,3,0.115083790928902,0.0037118552070178196,0.521750425932886,0.1864194857106121,4,2,0,1
normal,tcp,dns,REJ,0.39583556690858723,22,1384,9,4,0.008127566336407255,0.0,0.8283021491874089,0.04137075889395317,23,18,0,0
DoS,tcp,private,SF,0.00282040789555899,11,4,221,213,0.7520872587261287,0.08446169634758742,0.919115241002097,0.0,273,220,0,0
DoS,tcp,telnet,SF,0.32804372035961005,19,2,200,211,0.7907727258638362,0.1466371759324449,0.975130295902412,0.0,227,250,0,0
normal,tcp,telnet,REJ,0.5668220224163202,166,176,12,9,0.013190917796602832,0.008764324331282594,0.8735678598942841,0.10894886883887793,24,20,0,1
normal,tcp,other,SH,1.1263332903922436,1453,75,6,9,0.03389930898434067,0.022035084864508718,0.9694494234544002,0.046707563389117815,20,21,0,1
DoS,udp,smtp,SF,0.31518792898639575,25,2,228,187,1.0,0.28202813996553616,1.0,0.07268546792669893,271,268,0,0
normal,tcp,private,RSTR,0.5805173666761174,777,1432,7,8,0.011740795850013483,0.0193944463478351,0.843753148351104,0.04502376387793018,14,21,0,0
normal,udp,smtp,REJ,10.901134081447273,179,4438,15,6,0.05113709195060032,0.015305253397579228,0.9496859341177566,0.08498373367551136,19,20,0,0
normal,udp,smtp,SF,1.6477059282416673,111,1520,9,10,0.03130700673971466,0.028104125234793463,0.8749846910957568,0.042557445918516096,22,20,0,1
DoS,tcp,other,REJ,1.0568130110434895,42,2,214,190,0.7541110079524483,0.17571039056897222,0.9357018018147332,0.02252321821819917,224,235,0,0
normal,tcp,ssh,S0,6.192914784845941,222,1258,7,11,0.0231106171482584,0.026108152544256007,0.83103151736381,0.10303840226546553,20,25,0,0
DoS,udp,http,SF,0.477700420088841,102,1,229,209,0.7111179167674547,0.1771690415234896,0.9418534673637797,0.013179124227452836,269,234,0,0
Probe,tcp,dns,SF,0.14362645226109647,6,4,50,6,0.4012719000120531,0.3392819725682147,0.142133725626643,0.47987975317199927,183,7,0,0
DoS,tcp,ssh,SF,0.04109997628597461,15,2,192,195,0.9302491758376852,0.0,0.9877085684074967,0.0,270,251,0,0
normal,udp,dns,SF,3.099379634409779,471,257,20,4,0.07572281045276114,0.03963925132487041,1.0,0.03781622664481206,17,14,0,0
DoS,tcp,smtp,SF,0.04620202137696468,14,3,210,193,0.9825353703523501,0.2389453265281681,0.9825509052854849,0.03852683508346183,275,243,0,0
Probe,tcp,http,SF,0.7812902559156369,3,1,45,5,0.4365293783281403,0.7928460812436811,0.09622560302044668,0.636765381784125,219,16,0,0
normal,tcp,ftp,SF,0.7679026272071829,976,1007,3,6,0.022509261158105177,0.028918151538348067,0.7765254740394361,0.07774987996999848,22,13,0,0
Probe,icmp,dns,SF,0.4900367091190192,7,2,45,4,0.5235762455464262,0.18989925546870304,0.30397172167477926,0.589136177411252,202,10,0,0
DoS,tcp,private,SF,0.05653390079372085,14,1,200,190,0.8351258713440082,0.0,0.9622282776409092,0.02145818627872384,282,278,0,0
normal,icmp,other,S0,2.9958972764870593,199,1076,7,6,0.03053329588688769,0.008960675779305354,0.9574693146805306,0.09779817420715704,30,22,0,0
DoS,tcp,telnet,SF,0.3115249176858034,29,5,205,187,0.9068691457139963,0.02273609940435084,0.962781084849167,0.03179115746538816,263,247,0,0
normal,udp,telnet,SF,1.0743608004387302,2798,2105,9,9,0.03768253209664227,0.0,0.8702497841302509,0.10752971081423292,19,21,0,0
R2L,tcp,ftp,SF,5.8038510634852845,47,11,2,4,0.14814789058957212,0.38958943492650144,0.30644117316891095,0.04447550613315021,10,6,3,0
R2L,tcp,private,REJ,1.131626793877282,26,9,4,0,0.0,0.13551852750882745,0.6390033511444113,0.4274852168168505,14,11,2,0
DoS,tcp,private,REJ,1.4724484358670964,59,1,182,227,0.8100671731399365,0.017345799329565675,1.0,0.0,229,251,0,0
U2R,tcp,private,RSTR,0.08847810880050148,121,1429,1,2,0.03955914055660516,0.0020173638340498304,0.4304165477924038,0.04090726203464465,5,6,0,1
R2L,tcp,http,S0,7.300052777837909,53,9,3,5,0.06470014742978294,0.04222254893457025,0.4340551872486501,0.3977338580940515,9,9,0,0
normal,tcp,http,SF,1.7627609762242378,2148,1261,9,9,0.04283151291192151,0.0478153124194364,0.8531794358680425,0.047209975880436655,17,18,0,1
Probe,udp,smtp,REJ,0.06547616522347906,4,1,71,4,0.28423021882665434,0.09544633514207501,0.10174615925736744,0.5947708868011475,203,6,0,0
Probe,tcp,smtp,S0,0.0018541850738136877,12,1,60,4,0.27879332813869506,0.3426942979276103,0.1428322956020202,0.8610601263126091,222,8,1,0
normal,tcp,ssh,S0,10.774644265620397,1543,3294,8,7,0.017373965852585084,0.03244298709617265,0.9167242185531934,0.0727526719471613,28,21,0,0
R2L,tcp,smtp,SF,3.4933429427340656,41,13,2,2,0.25325014813097124,0.010314538146431379,0.3260277401536409,0.2845689134495192,13,13,1,0
Probe,tcp,http,SF,0.38180908368655014,7,3,61,5,0.2237961332389552,0.16209776975964119,0.0,0.6277633873455793,185,4,0,0
DoS,icmp,telnet,SF,0.8427312078898128,60,5,176,179,1.0,0.018394496072692626,0.9555050874799393,0.0,264,289,0,0
DoS,tcp,ftp,SF,0.5193220574645069,8,4,187,202,0.7735074640207481,0.0,0.9509642484843541,0.0,276,251,0,0
DoS,tcp,dns,SF,0.047641103748140554,22,0,188,196,0.8352804520421915,0.08518397514471293,1.0,0.02266566734823526,242,285,0,0
normal,tcp,ssh,SH,0.5396447280668153,111,690,9,7,0.0,0.006881013996429463,0.9746407461780676,0.013267374060447347,21,18,0,1
normal,udp,http,REJ,11.548558276132518,597,851,14,5,0.05147013779712875,0.017957364137491428,1.0,0.12830656894195558,25,24,0,1
normal,tcp,other,REJ,13.174155038005221,80,466,6,7,0.03119158767918193,0.04248619108923888,0.851692148349793,0.06280228777667556,20,17,0,1
Probe,tcp,telnet,SF,0.24999131403328803,9,5,56,8,0.0,0.6766364137984766,0.12015637222326805,0.5343116800033866,182,10,1,0
R2L,tcp,other,SF,1.5300534825670224,58,5,1,3,0.0,0.06504335559157887,0.7916502439125976,0.17461748749580602,9,2,1,0
normal,udp,dns,SF,6.974263071264315,858,82,11,5,0.018812517994294675,0.030740979783953796,0.8709026976030797,0.09591960658817802,17,21,0,1
DoS,tcp,telnet,SF,0.7832861842959721,184,1,207,194,0.9844505439769768,0.0,0.9560880109057087,0.0,251,249,0,0
normal,tcp,ftp,REJ,4.14388376316946,148,163,4,7,0.0,0.027731116952930946,0.8517915360071072,0.10011091462408638,16,16,0,1
DoS,udp,http,S0,1.0769828037237101,13,1,218,207,0.8577369745458636,0.24540645584721651,0.9770958818170477,0.0,249,269,0,0
normal,tcp,smtp,SF,11.354902403862257,277,60,3,10,0.0,0.0033938486236529918,0.8657072958019719,0.02784041334045526,15,18,0,1
R2L,tcp,private,REJ,28.052799791702842,27,30,3,6,0.18840008497176225,0.12351615766903533,0.7605470385955793,0.2377577697805553,12,7,2,1
normal,tcp,private,SF,6.546578502927978,132,286,7,9,0.012821165440924471,0.04131516250248882,0.8597376364859605,0.013891567761725981,18,23,0,1
DoS,tcp,http,S0,0.5862744239266743,13,2,201,175,1.0,0.21389449756096135,0.9581334170566178,0.01096995635195966,271,238,0,0
normal,udp,http,SF,5.8126868170565595,699,4238,12,9,0.03059462926165081,0.026191757574571737,0.8636678332369605,0.008758409689647625,22,15,0,1
normal,tcp,private,SF,5.364892149271033,1954,1980,7,10,0.023080924736184852,0.04740209986852901,0.9506177938880794,0.0,21,9,0,1
normal,tcp,ftp,S0,3.5700799575383813,770,1605,11,11,0.051171389605424625,0.03571911871175514,0.8862232489296793,0.1375099906433385,19,21,0,1
Probe,tcp,other,SF,0.44760581093978424,15,2,48,8,0.1499509264188993,0.0,0.014466959448914962,0.6392129772034495,220,10,0,0
R2L,tcp,ssh,REJ,14.139027345954766,39,50,4,2,0.06381383899727958,0.258165462169522,0.6501938701959767,0.08947821319446903,11,5,2,0
normal,tcp,private,SF,5.811444563834739,133,2013,7,10,0.057712153931072166,0.03993582743314485,0.9515159040124106,0.0056834963935506605,16,13,0,1
normal,tcp,smtp,SF,4.853440308471133,1042,954,7,8,0.0,0.02704365257988811,0.8392739885690389,0.00846279829871309,29,28,0,1
normal,tcp,smtp,SF,15.83772512904204,287,690,10,11,0.02628633922356079,0.022157268944365913,0.7423181359118772,0.029485399507865474,26,20,0,1
DoS,udp,private,SF,0.3446696054666344,17,1,209,172,0.7000500910134734,0.0,0.9594365032769249,0.0,250,253,0,0
normal,tcp,private,SF,2.8681592878593634,160,1301,3,5,0.015936762728541075,0.008847732709515933,0.9923224772575171,0.028572887009207355,17,24,0,0
normal,udp,private,SF,0.49407996006962207,271,761,6,6,0.03482522672927514,0.00789557790733403,0.9734008789592747,0.009176205917098966,19,21,0,0
DoS,tcp,ftp,SF,0.15063590467875893,17,3,192,185,0.9158372020351233,0.18447249640119007,0.9622241211434541,0.013364447888348176,251,261,0,0
DoS,udp,http,SF,0.7086824093408659,14,3,201,243,0.8004669405499953,0.16818151331692194,0.9275178902258249,0.005592917010710167,260,251,0,0
DoS,tcp,telnet,RSTR,0.6515925877491215,7,2,203,180,0.842502210637596,0.07548045430846048,1.0,0.0,249,264,0,0
DoS,tcp,http,SF,0.23179342369727035,17,3,205,213,0.9489758613590278,0.04295733858753689,0.9736807444415921,0.04733257752907368,280,269,0,0
DoS,tcp,http,SF,0.05571177799121808,10,1,200,203,0.8853397242074944,0.018590905075356184,0.9959109494446352,0.0020223367385922425,252,238,0,0
normal,udp,telnet,REJ,7.035001652419531,584,3085,9,6,0.028854903054769537,0.01348631070975639,0.9061838842604253,0.012345630540959766,23,21,0,1
DoS,tcp,other,SH,0.9494092980960833,14,3,177,227,0.8770467165423638,0.015808849532826602,0.9323559766065792,0.0,235,237,0,0
U2R,tcp,other,RSTR,10.064486435202697,857,177,5,2,0.006573043999368075,0.053316929906239534,1.0,0.18325012438764607,5,6,1,1
Probe,tcp,telnet,SF,0.7861710454639255,17,1,48,6,0.2787644895504763,0.5074413151588729,0.059168652603315164,0.8597521442820365,204,3,0,0
normal,tcp,telnet,SF,8.066462514962312,629,2793,5,13,0.0473507961680681,0.03095383260011883,0.9109963750016861,0.034409121940572614,20,19,0,0
R2L,tcp,smtp,RSTR,2.7134079327149587,22,25,7,1,0.19001842418640702,0.16032255722473115,0.6345397473461961,0.30100177329449335,8,12,2,1
Probe,udp,smtp,SF,0.05927921485175211,10,3,56,4,0.17261271169474576,0.49734622766290604,0.2518246737345108,0.763725197760625,202,10,0,0
normal,tcp,telnet,SH,13.3288715416315,48,1379,7,8,0.02099776898532861,0.008162709193914704,0.9316801050780137,0.10535680794382345,22,19,0,1
normal,tcp,telnet,REJ,4.219941762913477,340,613,8,9,0.05290212151231094,0.03272153808830014,0.9005496432706974,0.05896777390723128,22,16,0,1
DoS,udp,dns,SF,0.028302509917211765,9,3,200,181,0.8096014043222559,0.0,0.9521848626528365,0.04793611425269177,258,261,0,0
DoS,icmp,http,REJ,1.812952964948577,23,7,205,207,0.8355926197813219,0.1859836888472733,0.9839761842312308,0.025372089575092786,231,231,0,0
normal,tcp,private,S0,1.558153014962845,118,2168,11,8,0.01371066680171085,0.0,0.9286848459229836,0.05535394272774247,23,19,0,1
DoS,udp,http,SF,0.02448019373366837,6,2,182,213,0.7273382932123729,0.12594263309111425,1.0,0.0023278623760756316,223,255,0,0
Probe,udp,dns,SF,0.25363708328817447,11,2,50,3,0.41510870628609875,0.46085871979989435,0.21306510189681974,0.6838335905611966,174,14,0,0
normal,tcp,private,S0,2.1196101542523516,171,1140,7,7,0.005917442641308961,0.03719712895296358,0.8456362799877881,0.029633684879122345,14,18,0,1
DoS,tcp,dns,SF,0.5171376698326129,24,3,194,177,0.9060246886696512,0.14193821246919613,0.9761445192704633,0.00885436018581963,261,231,0,0
DoS,udp,http,SH,0.3715379819442142,7,3,199,199,0.899732812625597,0.0,0.9515924427829856,0.010531285841935715,250,235,0,0
normal,tcp,http,SF,8.103757899899808,577,68,7,12,0.010558721100291657,0.03027925411781971,0.8018567824846345,0.09479122524792494,20,21,0,1
DoS,tcp,ftp,SF,0.08722217481548557,6,8,189,204,0.7737963632393954,0.13963890266040235,0.9748159990033135,0.0,246,266,0,0
normal,udp,dns,RSTR,7.382477941876918,642,918,11,4,0.00740747575109614,0.030368468970897834,0.9458670157599576,0.04929106440163478,21,22,0,1
normal,udp,dns,SF,17.278607847464873,200,258,7,8,0.029237428687909066,0.0,0.866473949063184,0.07849215428372816,28,16,0,1
Probe,icmp,smtp,RSTR,0.08423458946272883,8,3,41,4,0.0,0.44965367864043265,0.08629862099199591,0.8795273698633208,182,10,0,0
DoS,tcp,ftp,RSTR,2.283521873935096,5,2,187,184,0.8197117067026883,0.1372327886165144,1.0,0.06153096469661524,258,257,0,0
normal,tcp,dns,SF,7.626324586573695,456,68,13,6,0.0351577906245124,0.0,0.9372858575822167,0.015307145385944722,16,14,0,1
R2L,tcp,http,REJ,3.3810406692525143,60,15,4,4,0.13981040848393514,0.2826039114031678,0.3199545926589936,0.0,11,5,0,0
normal,udp,dns,REJ,1.0144141194678715,291,647,5,5,0.03559688443244874,0.008385184704244276,0.8727513365820376,0.046674540857932614,19,12,0,1
DoS,udp,ftp,SF,0.2304726316046235,16,3,197,187,0.8164935486432323,0.17460022025532085,0.9300660621557514,0.009450377075884676,246,249,0,0
DoS,udp,private,SH,0.48961874039758946,25,5,200,219,0.6660632681571907,0.2814424940975543,1.0,0.012540791400785836,260,267,0,0
normal,tcp,dns,SF,6.8550041507333415,125,279,6,8,0.010671282149476801,0.018465242081964796,0.8806784797896079,0.066237705255952,19,20,1,1
normal,tcp,private,S0,7.660478746295912,167,1077,8,9,0.04528492427380326,0.0313008545413693,0.8755506739383723,0.07172914138717479,24,22,0,1
Probe,tcp,ssh,SH,0.1411089490058193,8,1,49,3,0.19848174515973363,0.06476400442033908,0.1081953366337726,0.7784135107306026,190,10,0,0
normal,tcp,ssh,SF,1.7787528173897504,227,681,10,5,0.0025706223735178467,0.023910628785756484,1.0,0.0,11,23,0,1
normal,udp,ssh,S0,5.92412416748079,361,1178,5,7,0.006526306169079092,0.03298156134388607,0.9263326127721373,0.06516118370426302,29,18,0,1
normal,tcp,other,SF,0.13210294170261316,242,2914,9,8,0.04387326500502388,0.04513657064179245,0.8921452989701962,0.0845611250427315,18,18,0,0
normal,tcp,private,RSTR,4.000441355969012,5171,315,10,11,0.0,0.0275940496680882,0.9421055530465098,0.0,23,23,0,0
normal,tcp,ftp,SF,2.7194215416388485,1672,778,6,10,0.015565861723642348,0.03930377791225199,0.8313497440652933,0.1036900034202955,17,25,0,1
DoS,tcp,ssh,SF,0.12618879416875245,11,3,187,209,0.8307799898752203,0.03966738819242423,1.0,0.023625561682248504,261,276,0,0
